spell_checker,accuracy,precision,recall,avg_levenshtein,avg_time,f1
PySpellChecker,0.4507933897887034,0.40032804811372336,0.3583594361785435,2.4562402367836884,0.1357166158626672,0.3781829450958112
SymSpellPy,0.4540409438460906,0.4743631613324624,0.3554473375097886,1.8384650168543946,5.799324155922127e-05,0.40638464551508025
PyEnchant,0.42997204637013897,0.3732526141992295,0.33193030540328894,2.0524952725478913,0.02476947400989986,0.351380757473706
TextBlob,0.4114116583079832,0.4351701514298022,0.32138312451057166,1.9167351804653456,0.08648364198234318,0.3697197471953605
LanguageTool,0.4575968099975335,0.42123306918451076,0.3668265465935787,1.9014840088793883,0.024247398332752485,0.39215173315892743
